nct_number,acronym,study_title,conditions,interventions,enrollment,start_date,primary_completion_date,completion_date,phases,study_status,study_type,study_results,brief_summary,primary_outcome_measures,secondary_outcome_measures,simplified_primary_outcome,simplified_secondary_outcome,inclusion_criteria,exclusion_criteria,sponsor,funder_type,other_ids,lilly_id,publications,last_update_date,cluwe_path,indication,compound,relevant_publication,publication_source
NCT05636176,HERMES,A Research Study to Look at How Ziltivekimab Works Compared to Placebo in People With Heart Failure and Inflammation,Heart Failure,DRUG: Ziltivekimab | DRUG: Placebo,4899,5/8/23,7/2/27,7/2/27,PHASE3,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,No,This study will be done to see if ziltivekimab can be used to treat people living with heart failure and inflammation. Participants will either get ziltivekimab or placebo. Participants will get study medicine for once-monthly injections either in a pre-filled syringe to inject the study medicine into a skinfold or a pen-injector to inject the study medicine into flat skin. The study is expected to last for up to 4 years. Participants will have up to 20 clinic visits. Participants will have to use a study app on their phone to record and share information about all their injections of study medicine and to fill in questionnaires.,"Time to First Occurrence of a Composite Heart Failure Endpoint Consisting of: Cardiovascular (CV) Death, Heart Failure (HF) Hospitalisation or Urgent HF Visit (From randomisation (month 0) to end of study (up to 48 months)): Measured in months.","Time to First Occurrence of 4-point Expanded Composite HF Endpoint, a Composite Endpoint Consisting of: CV Death, HF Hospitalisation or Urgent HF Visit, Non-fatal Myocardial Infarction (MI), Non-fatal Stroke (From randomisation (month 0) to end of study (up to 48 months)): Measured in months. | Number of CV Deaths, HF Hospitalisations or Urgent HF Visits (First and Recurrent) (From randomisation (month 0) to end of study (up to 48 months)): Measured as count of event. | Time to Occurrence of CV Death (From randomisation (month 0) to end of study (up to 48 months)): Measured in months. | Time to Occurrence of all-cause Death (From randomisation (month 0) to end of study (up to 48 months)): Measured in months. | Time to First Occurrence of 4-point Expanded Composite HF Endpoint, a Composite Endpoint Consisting of: All-cause Death, HF Hospitalisation or Urgent HF Visit, Non-fatal MI, Non-fatal stroke (From randomisation (month 0) to end of study (up to 48 months)): Measured in months. | Hierarchical Composite of: Time to All-cause Death, Number of HF Hospitalisations or Urgent HF Visits, Time to First HF Hospitalisation or Urgent HF Visit, difference of at least 5 in KCCQ clinical summary score change from baseline to 12 months (From randomisation (month 0) to end of study (up to 48 months)): Kansas City Cardiomyopathy Questionnaire (KCCQ) measures Health-Related Quality of Life (HRQOL) and is a disease-specific health status instrument for HF. Score ranges from 0 to 100, with 0 as the lowest score and 100 as the highest score. Higher scores indicate better health status, fewer symptoms, and greater disease-specific health related quality of life, respectively. Measured as total wins for each treatment group. | Time to First Occurrence of HF Hospitalisation or Urgent HF Visit (From randomisation (month 0) to end of study (up to 48 months)): Measured in months. | Number of Events of Atrial Fibrillation (From randomisation (month 0) to end of study (up to 48 months)): Measured as count of event. | Change in KCCQ Clinical Summary Score (From randomisation (month 0) to 12 months): KCCQ measures Health-Related Quality of Life (HRQOL) and is a disease-specific health status instrument for HF. Score ranges from 0 to 100, with 0 as the lowest score and 100 as the highest score. Higher scores indicate better health status, fewer symptoms, and greater disease-specific health related quality of life, respectively. Measured as score. | Improvement of 5 Points or More in KCCQ Clinical Summary Score (Yes/No) (From randomisation (month 0) to 12 months): Kansas City Cardiomyopathy Questionnaire (KCCQ) measures Health-Related Quality of Life (HRQOL) and is a disease-specific health status instrument for HF. Score ranges from 0 to 100, with 0 as the lowest score and 100 as the highest score. Higher scores indicate better health status, fewer symptoms, and greater disease-specific health related quality of life, respectively. Measured as count of participant. | Improvement of 10 Points or More in KCCQ Clinical Summary Score (Yes/No) (From randomisation (month 0) to 12 months): Kansas City Cardiomyopathy Questionnaire (KCCQ) measures Health-Related Quality of Life (HRQOL) and is a disease-specific health status instrument for HF. Score ranges from 0 to 100, with 0 as the lowest score and 100 as the highest score. Higher scores indicate better health status, fewer symptoms, and greater disease-specific health related quality of life, respectively. Measured as count of participant. | Improvement in New York Heart Association (Classification) [NYHA Class] (Yes/No) (From randomisation (month 0) to 12 months): NEW YORK HEART ASSOCIATION CLASSIFICATION (NYHA) Class I: Participant with cardiac disease but without resulting limitations of physical activity.  Class II: Participants with cardiac disease resulting in slight limitation of physical activity.  Class III: Participants with cardiac disease resulting in marked limitation of physical activity.  Class IV: Participants with cardiac disease resulting in inability to carry on any physical activity without discomfort.  Measured as count of participant. | Time to First Occurrence of a Composite Chronic Kidney Disease (CKD) Endpoint Consisting of: CV death, Onset of Persistent Greater Than Equal To 40 Percentage Reduction in eGFR (CKD- EPI) compared with baseline; Kidney failure (From randomisation (month 0) to end of study (up to 48 months)): eGFR = estimated glomerular filtration rate; CKD-EPI = chronic kidney disease - epidemiology collaboration. Kidney failure defined as: death from kidney failure, onset of persistent eGFR less than 15 milliliters per minute (mL/min)/1.73 meter square (m\^2) (CKD-EPI), initiation of chronic kidney replacement therapy (maintenance dialysis or kidney transplantation). Measured in months. | Change in Estimated Glomerular Filtration Rate (eGFR) (Chronic Kidney Disease - Epidemiology Collaboration [CKD-EPI]) (From randomisation (month 0) to 12 months): Measured as mL/min/1.73 m\^2. | Annual Rate of Change in eGFR (CKD-EPI) (Total eGFR Slope) (From randomisation (month 0) to end of study (up to 48 months)): Measured as mL/min/1.73 m\^2/year. | Number of Hospitalisations With Infection as Primary Cause or Death Due to Infection (From randomisation (month 0) to end of study (up to 48 months)): Measured as count of event. | Change in High-sensitivity C-reactive Protein (hs-CRP) (From randomisation (month 0) to 12 months): Measured as ratio to baseline. | Change in N-terminal-pro-brain Natriuretic Peptide (NT-proBNP) (From randomisation (month 0) to 12 months): Measured as ratio to baseline.","Time to First Occurrence of a Composite Heart Failure Endpoint Consisting of: Cardiovascular (CV) Death, Heart Failure (HF) Hospitalisation or Urgent HF Visit (From randomisation (month 0) to end of study (up to 48 months))","Time to First Occurrence of 4-point Expanded Composite HF Endpoint, a Composite Endpoint Consisting of: CV Death, HF Hospitalisation or Urgent HF Visit, Non-fatal Myocardial Infarction (MI), Non-fatal Stroke (From randomisation (month 0) to end of study (up to 48 months)) | Number of CV Deaths, HF Hospitalisations or Urgent HF Visits (First and Recurrent) (From randomisation (month 0) to end of study (up to 48 months)) | Time to Occurrence of CV Death (From randomisation (month 0) to end of study (up to 48 months)) | Time to Occurrence of all-cause Death (From randomisation (month 0) to end of study (up to 48 months)) | Time to First Occurrence of 4-point Expanded Composite HF Endpoint, a Composite Endpoint Consisting of: All-cause Death, HF Hospitalisation or Urgent HF Visit, Non-fatal MI, Non-fatal stroke (From randomisation (month 0) to end of study (up to 48 months)) | Hierarchical Composite of: Time to All-cause Death, Number of HF Hospitalisations or Urgent HF Visits, Time to First HF Hospitalisation or Urgent HF Visit, difference of at least 5 in KCCQ clinical summary score change from baseline to 12 months (From randomisation (month 0) to end of study (up to 48 months)) | Time to First Occurrence of HF Hospitalisation or Urgent HF Visit (From randomisation (month 0) to end of study (up to 48 months)) | Number of Events of Atrial Fibrillation (From randomisation (month 0) to end of study (up to 48 months)) | Change in KCCQ Clinical Summary Score (From randomisation (month 0) to 12 months) | Improvement of 5 Points or More in KCCQ Clinical Summary Score (Yes/No) (From randomisation (month 0) to 12 months) | Improvement of 10 Points or More in KCCQ Clinical Summary Score (Yes/No) (From randomisation (month 0) to 12 months) | Improvement in New York Heart Association (Classification) [NYHA Class] (Yes/No) (From randomisation (month 0) to 12 months) | Time to First Occurrence of a Composite Chronic Kidney Disease (CKD) Endpoint Consisting of: CV death, Onset of Persistent Greater Than Equal To 40 Percentage Reduction in eGFR (CKD- EPI) compared with baseline; Kidney failure (From randomisation (month 0) to end of study (up to 48 months)) | Change in Estimated Glomerular Filtration Rate (eGFR) (Chronic Kidney Disease - Epidemiology Collaboration [CKD-EPI]) (From randomisation (month 0) to 12 months) | Annual Rate of Change in eGFR (CKD-EPI) (Total eGFR Slope) (From randomisation (month 0) to end of study (up to 48 months)) | Number of Hospitalisations With Infection as Primary Cause or Death Due to Infection (From randomisation (month 0) to end of study (up to 48 months)) | Change in High-sensitivity C-reactive Protein (hs-CRP) (From randomisation (month 0) to 12 months) | Change in N-terminal-pro-brain Natriuretic Peptide (NT-proBNP) (From randomisation (month 0) to 12 months)","* Serum high-sensitivity C-reactive protein (hs-CRP) greater than equal to 2 milligrams per liter (mg/L) at screening (visit 1) Disease specific - cardiovascular * At least one of the following:    1. N-terminal-pro-brain natriuretic peptide (NT-proBNP) greater than equal to 300 picograms per milliliter (pg/mL) at screening (Visit 1) for patients without ongoing atrial fibrillation/flutter. If ongoing atrial fibrillation/flutter at screening (visit 1), NTproBNP must be greater than equal to 600 pg/mL. Note that the screening electrocardiogram (ECG) must be obtained the same day as sampling for NT-proBNP.   2. Hospitalisation or urgent/unplanned visit with a primary diagnosis of decompensated heart failure which required intravenous loop diuretic treatment, within the last 9 months prior to screening (visit 1) in combination with NT-proBNP greater than equal to 200 pg/mL at screening (Visit 1) for patients without ongoing atrial fibrillation/flutter. If ongoing atrial fibrillation/flutter at screening (visit 1), NT-proBNP must be greater than equal to 600 pg/mL. * Diagnosis of heart failure (New York Heart Association \[classification\] \[NYHA\] Class II-IV). * Left ventricular ejection fraction (LVEF) greater than 40 percentage (%) documented by echocardiography within 12 months prior to or at screening (visit 1). The LVEF must be documented in medical records and the most recent measurement must be used to determine eligibility with no interim event signalling potential deterioration in ejection fraction (e.g., myocardial infarction \[MI\] or heart failure \[HF\] hospitalisation). * Structural heart disease and/or functional heart disease documented by echocardiography within 12 months prior to or at screening (visit 1) showing at least one of the following: * Left atrial (LA) volume index greater than 34 milliliter per meter square (mL/m\^2). * LA diameter greater than equal to 3.8 centimeter (cm). * LA length greater than equal to 5.0 cm. * LA area greater than equal to 20 cm square. * LA volume greater than equal to 55 milliters (mL). * Intraventricular septal thickness greater than equal to 1.1 cm. * Posterior wall thickness greater than equal to 1.1 cm. * Left ventricular (LV) mass index greater than equal to 115 grams per meter square (g⁄m\^2 ) in men or greater than equal to 95 g⁄m\^2 in women. * E/e' (mean septal and lateral) greater than equal to 10. * e' (mean septal and lateral) less than 9 centimeter per second (cm/s). * No heart failure hospitalisations or urgent heart failure visits between screening (visit 1) and randomisation (visit 2).","Medical conditions - cardiovascular  * Myocardial infarction, stroke, unstable angina pectoris, transient ischaemic attack, or heart failure hospitalisation, within 30 days prior to screening (visit 1). * Systolic blood pressure greater than equal to 180 millimeters of mercury (mmHg) at screening (visit 1). If the systolic blood pressure is 160-179 mmHg, the patient should be receiving greater than equal to 3 antihypertensive drugs. (Note: Potential participants may be retested for this criterion within the visit window and without rescreening, at the discretion of the investigator). * Heart rate above 110 or below 40 beats per minute as evaluated on the electrocardiogram (ECG) performed at screening (visit 1) (Note: Potential participants may be retested for this criterion within the visit window and without rescreening, at the discretion of the investigator). * Planned coronary, carotid or peripheral artery revascularisation known during the screening period (visit 1). (Note: Planned coronary angiogram is not exclusionary). * Planned cardiac device or atrial flutter/atrial fibrillation ablation procedure known during the screening period (visit 1). * Major cardiac surgical, non-cardiac surgical, or major endoscopic procedure (thoracoscopic or laparoscopic) within the past 60 days prior to randomisation (visit 2) or any major surgical procedure planned at the time of randomisation (visit 2). * Heart failure due to infiltrative cardiomyopathy (e.g., sarcoid, amyloid), arrhythmogenic right ventricular cardiomyopathy, Takutsubo cardiomyopathy, genetic hypertrophic cardiomyopathy or obstructive cardiomyopathy, active myocarditis, constrictive pericarditis, cardiac tamponade, uncorrected more than moderate primary valve disease. * Primary pulmonary hypertension, chronic pulmonary embolism, severe pulmonary disease including COPD. * Any other condition judged by the investigator that could account for heart failure symptoms and signs (e.g., anaemia, hypothyroidism).  Medical conditions - infections/immunosuppression  \- Clinical evidence of, or suspicion of, active infection at the discretion of the investigator.",Novo Nordisk A/S,INDUSTRY,U1111-1280-0810 | 2022-501939-16-00 | jRCT2031230085,,,7/7/26,,Heart Failure,ziltivekimab,No Article Found,
NCT04626505,RESCUE-2,Trial to Evaluate Reduction in Inflammation in Patients With Advanced Chronic Renal Disease Utilizing Antibody Mediated IL-6 Inhibition in Japan.,Chronic Kidney Disease | Inflammation | Cardiovascular Risk,DRUG: Ziltivekimab | DRUG: Placebo (ziltivekimab),36,10/22/20,8/3/21,9/28/21,PHASE2,COMPLETED,INTERVENTIONAL,https://clinicaltrials.gov/study/NCT04626505?tab=results,"The purpose of this research study is to compare the safety and effectiveness of 2 different doses of a study drug called ziltivekimab to placebo (an inactive substance) in reducing inflammation and improving some of the bad effects of inflammation on heart disease. Participants will be randomly (by chance) assigned to receive either ziltivekimab or placebo. The chance that participants will be assigned into one of the three study arms of ziltivekimab (either 15 mg or 30 mg) or placebo is the same (approximately 33%). This is a double-blind study, which means neither participants nor the study doctor will know which group the participants are in. In case of an emergency, however, the study doctor can get this information. The study drug will be injected under the skin once every 4 weeks. In this study participants will receive 3 injections of study drug. The total study duration for each participant will be approximately 6 months.","Percent Change in High-sensitivity C-reactive Protein (Hs-CRP) Levels From Baseline (Average of All Hs-CRP Values Prior to the Administration of Study Drug) to the End of Treatment (Average of Week 10 and Week 12) (Baseline (day 1), end of treatment (average of week 10 and week 12)): Percent change in hs-CRP levels from baseline (average of the hs-CRP value prior to the administration of study drug) to the end of treatment (average of Week 10 and Week 12) is presented. Baseline was defined as the average of all hs-CRP values prior to the first administration of study drug at day 1 and end of treatment was defined as the average of hs-CRP values at week 10 and week 12.","Number of Treatment-emergent Adverse Events (TEAEs) (From randomization (Day 1) to week 20): An adverse event (AE) was any undesirable event or any untoward medical occurrence that occurred in a participant during the course of the study or the protocol-defined time after study termination, whether or not that event was considered study drug-related. A TEAE was defined as an AE that initiated or worsened on or after the date of first dose of study drug up to the end of the safety follow-up period (week 20). Number of TEAEs from randomization (day 1) to week 20 are presented. | Number of Serious Adverse Events (SAEs) (From randomization (Day 1) to week 20): An AE was any undesirable event or any untoward medical occurrence that occurred in a participant during the course of the study or the protocol-defined time after study termination, whether or not that event was considered study drug-related. An SAE was defined as any untoward medical occurrence that at any dose results in death, or is life-threatening, or requires inpatient hospitalization or causes prolongation of existing hospitalization results in persistent or significant disability/incapacity, or may have caused a congenital anomaly/birth defect, or requires intervention to prevent permanent impairment or damage. ). Number of SAEs from randomization (day 1) to week 20 are presented. | Number of Participants With Vital Signs Parameters Exceeding Pre-defined Criteria (From randomization (Day 1) to week 20): Number of participants with vital signs parameters (including systolic blood pressure, heart rate and respiratory rate) exceeding pre-defined criteria are presented. The pre-defined criteria were: 1) systolic blood pressure: greater than (\>25) millimeters of mercury (mmHg) increase or decrease from baseline and \>160 mmHg; 2) heart rate: \>100 beats per minute; 3)respiratory rate: \>24 breaths per minute. | Change in Electrocardiogram (ECG) (Baseline (Day 1), Week 20): The ECG was assessed by the investigator at baseline (Day 1) and week 20 and categorised as abnormal clinically significant, abnormal not clinically significant, indeterminate, normal, not evaluable and unknown. Number of participants in each ECG category at baseline and week 20 are presented. | Change From Baseline in Alanine Aminotransferase, Alkaline Phosphatase, Amylase, Aspartate Aminotransferase, Creatine Kinase, Gamma Glutamyl Transferase, Lactate Dehydrogenase (LDH) and Lipase Pancreatic (Baseline (Day 1), Week 20): Change from baseline (Day 1) to week 20 in alanine aminotransferase, alkaline phosphatase, amylase, aspartate aminotransferase, creatine kinase, gamma glutamyl transferase, LDH and lipase pancreatic is presented. | Change From Baseline in Bicarbonate, Chloride, Potassium and Sodium (Baseline (Day 1), Week 20): Change from baseline (Day 1) to Week 20 in bicarbonate, chloride, potassium and sodium is presented. | Change From Baseline in Bilirubin, Calcium, Creatinine, Direct Bilirubin, Glucose, Phosphate, Urate, Urea Nitrogen (Baseline (Day 1), Week 20): Change from baseline (Day 1) to week 20 in bilirubin, calcium, creatinine, direct bilirubin, glucose, phosphate, urate and urea nitrogen is presented. | Change From Baseline in Glomerular Filtration Rate (Baseline (Day 1), Week 20): Change from baseline (Day 1) to week 20 in glomerular filtration rate is presented. Glomerular filtration rate was calculated by CKD-EPI (Chronic Kidney Disease Epidemiology Collaboration)creatinine equation. | Change From Baseline in Protein (Baseline (Day 1), Week 20): Change from baseline (Day 1) to week 20 in protein is presented. | Change From Baseline in Eosinophils, Leukocyctes, Lymphocytes, Monocytes, Neutrophils and Platelets (Baseline (Day 1), Week 20): Change from baseline (Day 1) to week 20 in eosinophils, leukocyctes, lymphocytes, monocytes, neutrophils and platelets is presented. | Change From Baseline in Eosinophil/Leukocytes (Baseline (Day 1), Week 20): Change from baseline (Day 1) to week 20 in eosinophil/leukocytes is presented. | Change From Baseline in Erythrocyte Mean Corpuscular Volume (Baseline (Day 1), Week 20): Change from baseline (Day 1) to week 20 in erythrocyte mean corpuscular volume is presented. | Change From Baseline in Erythrocytes (Baseline (Day 1), Week 20): Change from baseline (Day 1) to week 20 in erythrocytes is presented. | Change From Baseline in Erythrocyte Distribution Width (Baseline (Day 1), Week 20): Change from baseline (Day 1) to week 20 in erythrocyte distribution width (ery. distribution width) is presented. | Change From Baseline in Hematocrit (Baseline (Day 1), Week 20): Change from baseline (Day 1) to week 20 in hematocrit is presented. | Change From Baseline in Lymphocytes/Leukocytes (Baseline (Day 1), Week 20): Change from baseline (Day 1) to week 20 in lymphocytes/leukocytes is presented. | Change From Baseline in Monocytes/Leukocytes (Baseline (Day 1), Week 20): Change from baseline (Day 1) to week 20 in monocytes/leukocytes is presented. | Change From Baseline in Neutrophils/Leukocytes (Baseline (Day 1), Week 20): Change from baseline (Day 1) to week 20 in neutrophils/leukocytes is presented. | Change From Baseline in Reticulocytes/Erythrocytes (Baseline (Day 1), Week 20): Change from baseline (Day 1) to week 20 in reticulocytes/erythrocytes is presented. | Change From Baseline in Protein Creatinine Ratio (Baseline (Day 1), Week 12): Change from baseline (Day 1) to week 12 in protein creatinine ratio is presented. | Change From Baseline in Specific Gravity of Urine (Baseline (Day 1), Week 12): Change from baseline (Day 1) to week 12 in specific gravity of urine is presented. | Change From Baseline in Spot Urine Albumin, Spot Urine Creatinine, Spot Urine Protein and Urobilinogen (Baseline (Day 1), Week 12): Change from baseline (Day 1) to week 12 in spot urine albumin, spot urine creatinine, spot urine protein and urobilinogen is presented. | Change From Baseline in Urine pH (Baseline (Day 1), Week 12): Change from baseline (Day 1) to week 12 in urine pH is presented. | Percentage of Participants With Adverse Events (AEs) Leading to Discontinuation of Study Drug (From randomization (Day 1) to week 20): Percentage of participants with AEs leading to discontinuation of study drug is presented. | Number of Treatment Emergent Adverse Events of Special Interest (AESIs) (From randomization (Day 1) to week 20): AESIs included serious infection, Common Terminology Criteria for Adverse Events (CTCAE) Grade greater than or equal to (\>=) 3 injection-related reactions, gastrointestinal perforations, CTCAE Grade \>=3 anaphylaxis that occurred at any time, even if considered unrelated to the study drug, neutrophil less than (\<) 500/mm\^3 (CTCAE Grade 4) or neutrophil \<1000/mm\^3 (CTCAE Grade 3) with evidence of concurrent infection, thrombocytopenia (platelet count \<50,000/mm\^3 \[CTCAE Grade 3\]) or platelet count \<75,000/mm\^3 (CTCAE Grade 2) with evidence of concurrent major bleeding and malignancies. Number of treatment emergent adverse events of special interest (AESIs) is presented. | Number of Participants With Antidrug Antibodies (ADAs) to Ziltivekimab (From randomization (Day 1) to week 20): Number of participants with ADAs to Ziltivekimab is presented. Data presented is partcipants who had at least 1 positive antibody sample (treatment-boosted or treatment-induced) at any time after their first Ziltivekimab administration.","Percent Change in High-sensitivity C-reactive Protein (Hs-CRP) Levels From Baseline (Average of All Hs-CRP Values Prior to the Administration of Study Drug) to the End of Treatment (Average of Week 10 and Week 12) (Baseline (day 1), end of treatment (average of week 10 and week 12))","Number of Treatment-emergent Adverse Events (TEAEs) (From randomization (Day 1) to week 20) | Number of Serious Adverse Events (SAEs) (From randomization (Day 1) to week 20) | Number of Participants With Vital Signs Parameters Exceeding Pre-defined Criteria (From randomization (Day 1) to week 20) | Change in Electrocardiogram (ECG) (Baseline (Day 1), Week 20) | Change From Baseline in Alanine Aminotransferase, Alkaline Phosphatase, Amylase, Aspartate Aminotransferase, Creatine Kinase, Gamma Glutamyl Transferase, Lactate Dehydrogenase (LDH) and Lipase Pancreatic (Baseline (Day 1), Week 20) | Change From Baseline in Bicarbonate, Chloride, Potassium and Sodium (Baseline (Day 1), Week 20) | Change From Baseline in Bilirubin, Calcium, Creatinine, Direct Bilirubin, Glucose, Phosphate, Urate, Urea Nitrogen (Baseline (Day 1), Week 20) | Change From Baseline in Glomerular Filtration Rate (Baseline (Day 1), Week 20) | Change From Baseline in Protein (Baseline (Day 1), Week 20) | Change From Baseline in Eosinophils, Leukocyctes, Lymphocytes, Monocytes, Neutrophils and Platelets (Baseline (Day 1), Week 20) | Change From Baseline in Eosinophil/Leukocytes (Baseline (Day 1), Week 20) | Change From Baseline in Erythrocyte Mean Corpuscular Volume (Baseline (Day 1), Week 20) | Change From Baseline in Erythrocytes (Baseline (Day 1), Week 20) | Change From Baseline in Erythrocyte Distribution Width (Baseline (Day 1), Week 20) | Change From Baseline in Hematocrit (Baseline (Day 1), Week 20) | Change From Baseline in Lymphocytes/Leukocytes (Baseline (Day 1), Week 20) | Change From Baseline in Monocytes/Leukocytes (Baseline (Day 1), Week 20) | Change From Baseline in Neutrophils/Leukocytes (Baseline (Day 1), Week 20) | Change From Baseline in Reticulocytes/Erythrocytes (Baseline (Day 1), Week 20) | Change From Baseline in Protein Creatinine Ratio (Baseline (Day 1), Week 12) | Change From Baseline in Specific Gravity of Urine (Baseline (Day 1), Week 12) | Change From Baseline in Spot Urine Albumin, Spot Urine Creatinine, Spot Urine Protein and Urobilinogen (Baseline (Day 1), Week 12) | Change From Baseline in Urine pH (Baseline (Day 1), Week 12) | Percentage of Participants With Adverse Events (AEs) Leading to Discontinuation of Study Drug (From randomization (Day 1) to week 20) | Number of Treatment Emergent Adverse Events of Special Interest (AESIs) (From randomization (Day 1) to week 20) | Number of Participants With Antidrug Antibodies (ADAs) to Ziltivekimab (From randomization (Day 1) to week 20)","* Age equal to or above 20 years at the time of signing the Informed Consent Form * Stage 3 to 5 non-dialysis-dependent chronic kidney disease (NDD-CKD), ie, estimated glomerular filtration rate above 10 and below 60 mL/min/1.73 m\^2 using the CKD-EPI (Chronic Kidney Disease Epidemiology Collaboration) creatinine equation * Serum hs-CRP level equal to or above 2.0 mg/L measured during the screening period. Note: Targeting patients with a history of advanced stage CKD, atherosclerotic cardiovascular disease, anemia, diabetic retinopathy, obesity, or elevated BMI, and diabetes for screening will help increase the chances of identifying patients with hs-CRP equal to or above2.0 mg/L 4. The patient agrees to comply with * The patient agrees to comply with the contraception and reproduction restrictions of the study as follows:    1. Women of childbearing potential must be using a method of contraception that is ""highly effective"" (ie, less than 1% failure rate) for at least 3 months following the last dose of study drug;   2. Postmenopausal women must have had no menstrual bleeding for at least 1 year before initial dosing and either be over the age of 60 years or have an elevated plasma follicle stimulating hormone level (ie, above 40 mIU/mL) at screening;   3. Women of childbearing potential must have a documented negative serum pregnancy test result at screening; and   4. All male patients, from the day of dosing until the final study visit, unless surgically sterile, must be willing to use a condom with a partner (male patients with partners of childbearing potential must be willing to use 2 effective methods of birth control, 1 should be condom with spermicide) to prevent pregnancy and drug exposure of a partner, and refrain from donating sperm or fathering a child; and * The patient must be willing and able to provide informed consent and abide all study requirements and restrictions.","Patients who meet any of the following criteria will be excluded from participation in the study:  Laboratory values  * Absolute neutrophil count below 2.0 × 10\^9/L during screening; * Platelet count below 120 × 10\^9/L during screening; * Spot urine protein-creatinine ratio above 4000 mg/g (4.0 g/g) during screening; * Alanine aminotransferase or aspartate aminotransferase above 2.5 × upper limit of normal during screening; * Positive testing for tuberculosis during screening. blood testing (eg, QuantiFERON) is preferred, but a purified protein derivative (PPD) skin test read within 48 to 72 hours by a qualified healthcare professional may also be performed. If a patient is PPD positive but QuantiFERON negative, the patient is eligible; * Evidence of human immunodeficiency virus (HIV)-1 or HIV-2 infection by serology measured during screening; * Hepatitis B or C by serology (eg, hepatitis B surface antigen or hepatitis C antibody positive) measured during screening;  Medical conditions or diseases  * Expected to require blood transfusion within 12 weeks post-randomization; * Thromboembolic event within 12 weeks prior to randomization; * Clinical evidence or suspicion of active infection; * History of peptic ulcer disease or gastrointestinal ulceration in the 12 months prior to randomization; * History of active diverticulitis in the 12 months prior to randomization; * History of inflammatory bowel disease that has been clinically active during the 12 months prior to randomization; * Uncontrolled hypertension (defined as an average systolic blood pressure above 160 mmHg or an average diastolic blood pressure above 100 mmHg) during screening. Patients may be re-evaluated within 2 weeks, at the discretion of the Principal Investigator, for this criterion if antihypertensive therapy has been started or increased as a result of initial screening blood pressure being above these limits; * Planned coronary revascularization (percutaneous coronary intervention or coronary artery bypass grafting) or any other major surgical procedure during the time frame of the study; * Major cardiac surgical, non-cardiac surgical, or major endoscopic procedure within the past 6 months prior to randomization; * Prior gastric bypass surgery; * History of New York Heart Association (NYHA) Class IV congestive heart failure within 12 weeks prior to randomization; * Diagnosis of malignancy within 1 year prior to randomization with the exception of successfully treated nonmetastatic basal cell or squamous cell carcinomas of the skin and/or local carcinoma in situ of the cervix; * History of bone marrow or solid organ transplant or anticipated to receive an organ transplant during the time frame of the study; * Known allergy to the study drug or any of its ingredients;  Prior or current medications  * Received an investigational drug within 30 days prior to screening; * Received a live vaccine product within 14 days of study drug administration or expect to receive live vaccine during the treatment period; * Expected to receive any investigational drug or any of the exclusionary drugs during the treatment period or safety follow-Up period; * Chronic use of systemic immunosuppressive drugs during the screening period or anticipated use of such drugs any time during the study. Note: Use of otic, ophthalmic, inhaled, and topical corticosteroids or local corticosteroid injections are not exclusionary. Oral prednisone up to 5 mg per day (or equivalent) is permitted if the dose has been stable for at least 4 weeks prior to Screening and no dose changes are planned during study participation. Short-term use of oral steroids for treatment of rash or asthma exacerbation is allowed; * Use of systemic antibiotics, systemic antivirals, or systemic antifungals during the screening period. Note: ""Systemic"" is defined as oral or intravenous drugs that are absorbed into the circulation; * Requirement of an indwelling catheter of any type; 28. Use of hypoxia-inducible factor (HIF) stabilizers or erythropoiesis-stimulating agents (ESA) within 6 weeks of randomization or during the treatment period;  General exclusions  * Currently breastfeeding; or * Any condition that could interfere with, or for which the treatment might interfere with, the conduct of the study or interpretation of the study results, or that would in the opinion of the Investigator increase the risk of participating in the study.",Novo Nordisk A/S,INDUSTRY,U1111-1260-3695 | jRCT2031200216,,https://pubmed.ncbi.nlm.nih.gov/37211246/,5/6/26,,Kidney Disease,ziltivekimab,https://pubmed.ncbi.nlm.nih.gov/37211246/,pubmed registry
